tract,total_pop_20,bpop_20,hpop_20,asian_nhpi_pop_20,amin_pop_20,other_pop_20,white_pop_20,total_vap_20,bvap_20,hvap_20,asian_nhpi_vap_20,amin_vap_20,other_vap_20,white_vap_20,pres_08_dem,pres_08_rep,pres_12_dem,pres_12_rep,pres_16_dem,pres_16_rep,gov_18_dem,gov_18_rep,ag_18_dem,ag_18_rep,pres_20_dem,pres_20_rep
06001420401,1597.0,126.0,386.0,408.0,7.0,28.0,642.0,1365.0,106.0,310.0,340.0,6.0,26.0,577.0,197.0,30.0,194.0,26.0,205.0,10.0,383.0,23.0,379.0,19.0,557.0,52.0
06001420402,2155.0,237.0,531.0,633.0,16.0,37.0,701.0,1867.0,197.0,454.0,540.0,8.0,36.0,632.0,258.0,44.0,334.0,45.0,313.0,15.0,272.0,17.0,268.0,14.0,750.0,69.0
06001420500,2431.0,130.0,272.0,856.0,24.0,51.0,1098.0,1846.0,100.0,181.0,607.0,17.0,38.0,903.0,1067.0,113.0,1021.0,84.0,1078.0,71.0,1080.0,99.0,1060.0,100.0,1470.0,100.0
06001420600,3399.0,109.0,252.0,818.0,17.0,76.0,2127.0,2623.0,92.0,164.0,584.0,14.0,52.0,1717.0,1947.0,150.0,1870.0,125.0,2038.0,97.0,2010.0,150.0,1986.0,142.0,2057.0,139.0
06001421100,2031.0,77.0,125.0,368.0,8.0,45.0,1408.0,1722.0,55.0,83.0,295.0,8.0,35.0,1246.0,1515.0,115.0,730.0,62.0,1385.0,71.0,1307.0,107.0,1308.0,93.0,1509.0,77.0
06001421200,3657.0,127.0,227.0,567.0,18.0,68.0,2650.0,3022.0,98.0,145.0,423.0,14.0,57.0,2285.0,2631.0,157.0,2379.0,158.0,2408.0,90.0,2468.0,140.0,2427.0,141.0,2707.0,107.0
06001421300,3945.0,130.0,265.0,655.0,11.0,102.0,2782.0,3225.0,85.0,194.0,476.0,11.0,82.0,2377.0,2515.0,132.0,2552.0,145.0,2643.0,98.0,2562.0,133.0,2528.0,137.0,2936.0,116.0
06001421400,1679.0,41.0,103.0,230.0,9.0,41.0,1255.0,1379.0,26.0,73.0,179.0,9.0,41.0,1051.0,1142.0,68.0,1009.0,60.0,1080.0,34.0,1036.0,70.0,1032.0,69.0,1268.0,53.0
06001421500,3745.0,107.0,222.0,594.0,15.0,92.0,2715.0,3115.0,80.0,169.0,451.0,15.0,71.0,2329.0,2246.0,167.0,2298.0,161.0,2414.0,92.0,2392.0,152.0,2371.0,147.0,2645.0,112.0
06001421600,3836.0,147.0,258.0,590.0,15.0,106.0,2720.0,3241.0,125.0,185.0,472.0,13.0,79.0,2367.0,2733.0,189.0,2228.0,159.0,2320.0,96.0,2203.0,135.0,2191.0,121.0,2559.0,98.0
06001421700,3386.0,171.0,249.0,830.0,15.0,64.0,2057.0,2982.0,129.0,227.0,716.0,13.0,61.0,1836.0,1948.0,102.0,1932.0,82.0,1902.0,58.0,1890.0,91.0,1867.0,77.0,2002.0,71.0
06001421800,2110.0,97.0,122.0,364.0,17.0,60.0,1450.0,1739.0,67.0,97.0,280.0,12.0,51.0,1232.0,1385.0,47.0,1249.0,41.0,1310.0,35.0,1455.0,56.0,1440.0,49.0,1416.0,40.0
06001421900,3901.0,344.0,370.0,804.0,30.0,72.0,2281.0,3166.0,276.0,254.0,605.0,30.0,57.0,1944.0,2190.0,95.0,2254.0,71.0,2303.0,81.0,2310.0,116.0,2285.0,111.0,2603.0,90.0
06001422000,4160.0,959.0,620.0,708.0,58.0,84.0,1731.0,3572.0,749.0,525.0,592.0,50.0,76.0,1580.0,605.0,16.0,884.0,25.0,1134.0,40.0,1084.0,49.0,1072.0,54.0,1931.0,85.0
06001422100,2843.0,400.0,707.0,448.0,29.0,79.0,1180.0,2305.0,326.0,536.0,376.0,21.0,55.0,991.0,1409.0,70.0,1332.0,50.0,1336.0,46.0,1351.0,65.0,1334.0,61.0,1266.0,62.0
06001422200,3322.0,405.0,322.0,711.0,26.0,113.0,1745.0,2773.0,325.0,263.0,582.0,26.0,75.0,1502.0,1902.0,65.0,1759.0,63.0,1823.0,55.0,1807.0,85.0,1795.0,77.0,1986.0,85.0
06001422300,3811.0,307.0,359.0,944.0,11.0,83.0,2107.0,3278.0,239.0,294.0,832.0,11.0,62.0,1840.0,1962.0,112.0,1813.0,90.0,1977.0,71.0,1785.0,92.0,1767.0,78.0,2168.0,94.0
06001422400,4134.0,294.0,352.0,1691.0,17.0,83.0,1697.0,3841.0,249.0,314.0,1603.0,11.0,74.0,1590.0,1998.0,110.0,1794.0,99.0,1882.0,77.0,1572.0,120.0,1551.0,112.0,1754.0,82.0
06001422500,5065.0,280.0,684.0,1595.0,16.0,86.0,2404.0,4842.0,262.0,658.0,1545.0,13.0,84.0,2280.0,2350.0,148.0,1553.0,106.0,1649.0,75.0,1386.0,110.0,1383.0,91.0,1374.0,77.0
06001422700,4868.0,189.0,612.0,1607.0,15.0,81.0,2364.0,4711.0,180.0,581.0,1572.0,15.0,80.0,2283.0,1946.0,187.0,1314.0,150.0,1291.0,60.0,1081.0,89.0,1058.0,84.0,948.0,69.0
06001422800,11245.0,476.0,3067.0,4592.0,19.0,41.0,3050.0,11000.0,456.0,3022.0,4487.0,19.0,33.0,2983.0,3420.0,286.0,2063.0,149.0,2252.0,112.0,1316.0,100.0,1300.0,83.0,1232.0,74.0
06001422901,2322.0,180.0,264.0,1130.0,10.0,25.0,713.0,2148.0,145.0,241.0,1068.0,8.0,15.0,671.0,970.0,59.0,633.0,37.0,716.0,30.0,582.0,50.0,583.0,38.0,750.0,42.0
06001422902,3033.0,506.0,348.0,1165.0,32.0,64.0,918.0,2746.0,410.0,313.0,1078.0,30.0,55.0,860.0,589.0,42.0,569.0,36.0,640.0,34.0,635.0,59.0,635.0,45.0,976.0,55.0
06001423000,4676.0,409.0,486.0,980.0,47.0,125.0,2629.0,4073.0,340.0,396.0,852.0,42.0,106.0,2337.0,2553.0,101.0,2349.0,92.0,2492.0,89.0,2385.0,133.0,2382.0,117.0,2135.0,108.0
06001423100,4335.0,728.0,563.0,828.0,39.0,96.0,2081.0,3625.0,598.0,447.0,692.0,37.0,76.0,1775.0,2137.0,97.0,2085.0,73.0,2174.0,60.0,2056.0,88.0,2039.0,82.0,2385.0,103.0
06001423200,2886.0,611.0,773.0,410.0,18.0,52.0,1022.0,2341.0,487.0,572.0,341.0,17.0,44.0,880.0,1341.0,54.0,1144.0,29.0,1211.0,34.0,1155.0,60.0,1140.0,58.0,1383.0,60.0
06001423300,3738.0,999.0,481.0,483.0,18.0,83.0,1674.0,2978.0,816.0,356.0,377.0,16.0,60.0,1353.0,2020.0,33.0,1871.0,45.0,1992.0,51.0,1907.0,79.0,1902.0,71.0,1955.0,71.0
06001423400,5057.0,1091.0,766.0,830.0,34.0,97.0,2239.0,4189.0,889.0,587.0,671.0,33.0,87.0,1922.0,2421.0,66.0,2262.0,54.0,2444.0,48.0,2336.0,104.0,2340.0,81.0,2625.0,93.0
06001423500,3474.0,575.0,379.0,710.0,33.0,76.0,1701.0,3100.0,490.0,339.0,622.0,30.0,66.0,1553.0,1670.0,57.0,1555.0,33.0,1709.0,45.0,1645.0,74.0,1647.0,64.0,1824.0,73.0
06001423601,2824.0,147.0,274.0,560.0,13.0,83.0,1747.0,2476.0,114.0,231.0,456.0,13.0,62.0,1600.0,1734.0,46.0,1262.0,52.0,1512.0,41.0,1515.0,68.0,1508.0,61.0,1493.0,50.0
06001423602,5615.0,264.0,677.0,2393.0,42.0,98.0,2141.0,5253.0,217.0,624.0,2283.0,42.0,83.0,2004.0,2593.0,199.0,2276.0,131.0,2298.0,98.0,1969.0,135.0,1941.0,125.0,2258.0,114.0
06001423700,4234.0,208.0,520.0,903.0,23.0,39.0,2541.0,3866.0,191.0,486.0,831.0,19.0,37.0,2302.0,1967.0,165.0,1734.0,148.0,1823.0,92.0,1598.0,128.0,1580.0,112.0,1661.0,88.0
06001423800,3216.0,111.0,218.0,442.0,18.0,59.0,2368.0,2697.0,74.0,156.0,353.0,13.0,55.0,2046.0,2322.0,179.0,1975.0,161.0,2112.0,87.0,2043.0,145.0,2024.0,148.0,2244.0,96.0
06001423901,2031.0,349.0,259.0,268.0,19.0,48.0,1088.0,1739.0,286.0,201.0,230.0,19.0,43.0,960.0,1109.0,25.0,1035.0,19.0,1117.0,27.0,1102.0,37.0,1090.0,28.0,1158.0,34.0
06001423902,1464.0,97.0,114.0,225.0,10.0,29.0,989.0,1276.0,79.0,94.0,188.0,7.0,29.0,879.0,820.0,28.0,831.0,34.0,952.0,15.0,835.0,32.0,840.0,28.0,891.0,19.0
06001424001,4146.0,1042.0,697.0,593.0,56.0,90.0,1668.0,3498.0,851.0,561.0,493.0,53.0,80.0,1460.0,1871.0,41.0,1653.0,29.0,1833.0,40.0,1704.0,59.0,1705.0,51.0,2192.0,90.0
06001424002,2488.0,763.0,377.0,375.0,19.0,55.0,899.0,1976.0,620.0,288.0,294.0,11.0,33.0,730.0,1176.0,33.0,970.0,19.0,1078.0,28.0,945.0,39.0,939.0,33.0,1354.0,49.0
06001425101,1853.0,128.0,87.0,649.0,8.0,35.0,946.0,1746.0,107.0,76.0,608.0,8.0,31.0,916.0,767.0,118.0,637.0,139.0,721.0,103.0,668.0,119.0,650.0,119.0,797.0,81.0
06001425102,3752.0,614.0,294.0,1720.0,26.0,45.0,1053.0,3429.0,502.0,259.0,1598.0,20.0,45.0,1005.0,903.0,128.0,875.0,123.0,1198.0,90.0,882.0,99.0,883.0,83.0,1619.0,152.0
06001425103,2926.0,533.0,302.0,909.0,19.0,52.0,1111.0,2567.0,420.0,261.0,809.0,19.0,43.0,1015.0,1119.0,63.0,1046.0,58.0,1178.0,55.0,1085.0,77.0,1067.0,67.0,1262.0,117.0
06001425104,4374.0,1117.0,629.0,1049.0,38.0,87.0,1454.0,3768.0,881.0,533.0,936.0,26.0,63.0,1329.0,1504.0,92.0,1337.0,88.0,1654.0,74.0,1466.0,89.0,1453.0,76.0,1912.0,111.0
06001426100,6364.0,136.0,341.0,1660.0,29.0,122.0,4076.0,4664.0,98.0,203.0,1135.0,24.0,73.0,3131.0,3000.0,1015.0,2792.0,1097.0,3266.0,566.0,3158.0,806.0,3035.0,828.0,3806.0,560.0
06001426200,4915.0,137.0,359.0,1285.0,26.0,116.0,2992.0,3628.0,90.0,220.0,873.0,25.0,71.0,2349.0,2586.0,448.0,2406.0,515.0,2734.0,253.0,2568.0,402.0,2515.0,374.0,3119.0,272.0
06001427100,4063.0,224.0,398.0,950.0,37.0,66.0,2388.0,3131.0,165.0,302.0,682.0,29.0,36.0,1917.0,1679.0,470.0,1610.0,419.0,1696.0,286.0,1778.0,414.0,1753.0,390.0,2091.0,364.0
06001427200,4363.0,339.0,634.0,1655.0,35.0,55.0,1645.0,3520.0,254.0,479.0,1333.0,34.0,49.0,1371.0,1302.0,288.0,1358.0,225.0,1608.0,214.0,1531.0,252.0,1523.0,234.0,2181.0,361.0
06001427300,5719.0,717.0,615.0,2136.0,51.0,106.0,2094.0,4697.0,524.0,483.0,1762.0,45.0,77.0,1806.0,2160.0,488.0,1796.0,349.0,2063.0,311.0,2321.0,428.0,2283.0,394.0,2618.0,420.0
06001427600,4730.0,789.0,618.0,2042.0,34.0,79.0,1168.0,3761.0,601.0,483.0,1610.0,29.0,62.0,976.0,1047.0,185.0,1214.0,181.0,1396.0,178.0,1164.0,181.0,1130.0,180.0,2000.0,336.0
06001427700,5016.0,418.0,626.0,1475.0,57.0,78.0,2362.0,4227.0,333.0,483.0,1222.0,57.0,66.0,2066.0,1756.0,399.0,1756.0,368.0,2126.0,330.0,1955.0,380.0,1936.0,353.0,1998.0,354.0
06001427800,4827.0,339.0,593.0,1372.0,38.0,95.0,2390.0,3939.0,245.0,447.0,1112.0,38.0,64.0,2033.0,1827.0,402.0,1888.0,355.0,2210.0,287.0,1969.0,332.0,1932.0,319.0,2382.0,369.0
06001427900,4744.0,355.0,602.0,1290.0,51.0,79.0,2367.0,3879.0,268.0,448.0,1019.0,43.0,68.0,2033.0,1935.0,443.0,1886.0,405.0,2204.0,339.0,1988.0,414.0,1961.0,393.0,2201.0,371.0
06001428000,2997.0,273.0,452.0,1208.0,29.0,49.0,986.0,2463.0,203.0,346.0,977.0,27.0,38.0,872.0,954.0,210.0,957.0,163.0,1014.0,144.0,1011.0,174.0,1001.0,163.0,1389.0,235.0
06001428100,4880.0,259.0,597.0,1302.0,53.0,110.0,2559.0,3837.0,196.0,434.0,969.0,39.0,75.0,2124.0,2047.0,502.0,2040.0,412.0,2258.0,331.0,2005.0,413.0,1975.0,390.0,2507.0,434.0
06001428200,6644.0,323.0,689.0,2135.0,76.0,105.0,3316.0,5255.0,249.0,492.0,1634.0,54.0,80.0,2746.0,2657.0,712.0,2673.0,622.0,2945.0,519.0,2801.0,599.0,2761.0,543.0,3372.0,576.0
06001428301,7044.0,306.0,653.0,3802.0,43.0,86.0,2154.0,5411.0,213.0,439.0,2875.0,32.0,59.0,1793.0,2436.0,831.0,2207.0,701.0,2504.0,553.0,2292.0,711.0,2219.0,642.0,3092.0,768.0
06001428302,7120.0,304.0,434.0,3584.0,38.0,65.0,2695.0,5683.0,211.0,299.0,2810.0,22.0,48.0,2293.0,2889.0,1104.0,2914.0,1122.0,3374.0,752.0,2966.0,948.0,2844.0,922.0,4037.0,846.0
06001428400,4645.0,453.0,635.0,1492.0,44.0,87.0,1934.0,3853.0,349.0,486.0,1206.0,44.0,77.0,1691.0,1549.0,340.0,1525.0,288.0,1659.0,246.0,1700.0,319.0,1660.0,300.0,2151.0,370.0
06001428500,3339.0,290.0,363.0,1252.0,27.0,44.0,1363.0,2713.0,228.0,282.0,991.0,19.0,37.0,1156.0,1151.0,336.0,1081.0,253.0,1401.0,249.0,1110.0,238.0,1073.0,223.0,1470.0,258.0
06001428600,3398.0,331.0,395.0,1273.0,24.0,90.0,1285.0,2888.0,259.0,301.0,1071.0,22.0,62.0,1173.0,1156.0,368.0,1029.0,264.0,980.0,192.0,1230.0,247.0,1199.0,230.0,1374.0,248.0
06001428700,4751.0,724.0,495.0,1969.0,54.0,63.0,1446.0,3414.0,490.0,340.0,1370.0,40.0,37.0,1137.0,654.0,158.0,989.0,198.0,1206.0,185.0,780.0,167.0,762.0,157.0,1823.0,324.0
06001430101,6747.0,338.0,581.0,3759.0,23.0,69.0,1977.0,5290.0,244.0,420.0,2901.0,12.0,51.0,1662.0,2141.0,1103.0,1933.0,1059.0,2179.0,836.0,1937.0,1021.0,1884.0,992.0,2941.0,1103.0
06001430102,2553.0,89.0,335.0,695.0,32.0,47.0,1355.0,2065.0,67.0,254.0,516.0,20.0,39.0,1169.0,932.0,489.0,889.0,438.0,897.0,421.0,862.0,486.0,867.0,450.0,1118.0,483.0
06001430200,7477.0,299.0,1074.0,2330.0,74.0,113.0,3587.0,5856.0,219.0,764.0,1676.0,60.0,76.0,3061.0,2640.0,1386.0,2489.0,1317.0,2675.0,1091.0,2437.0,1203.0,2417.0,1142.0,3253.0,1290.0
06001430300,3940.0,173.0,624.0,1107.0,63.0,44.0,1929.0,3087.0,124.0,432.0,790.0,48.0,28.0,1665.0,1257.0,818.0,1216.0,787.0,1434.0,696.0,1249.0,676.0,1225.0,657.0,1668.0,723.0
06001430400,2207.0,97.0,303.0,648.0,10.0,42.0,1107.0,1698.0,68.0,214.0,466.0,7.0,21.0,922.0,816.0,457.0,728.0,382.0,813.0,312.0,764.0,366.0,744.0,366.0,944.0,389.0
06001430500,6289.0,1298.0,1521.0,1628.0,64.0,63.0,1715.0,5035.0,979.0,1155.0,1299.0,54.0,55.0,1493.0,1852.0,472.0,1630.0,366.0,1837.0,404.0,1596.0,390.0,1571.0,369.0,2181.0,623.0
06001430600,6385.0,433.0,901.0,2410.0,71.0,70.0,2500.0,4998.0,282.0,647.0,1821.0,66.0,51.0,2131.0,2027.0,958.0,1923.0,793.0,1798.0,641.0,1815.0,776.0,1798.0,733.0,2168.0,827.0
06001430700,4209.0,188.0,717.0,1399.0,58.0,72.0,1775.0,3202.0,109.0,473.0,1001.0,47.0,54.0,1518.0,1269.0,613.0,1273.0,604.0,1268.0,537.0,1200.0,581.0,1189.0,545.0,1611.0,632.0
06001430800,6165.0,355.0,1150.0,2236.0,68.0,93.0,2263.0,4772.0,226.0,845.0,1633.0,53.0,69.0,1946.0,1618.0,755.0,1519.0,664.0,1642.0,682.0,1429.0,741.0,1428.0,677.0,1978.0,831.0
06001430900,5137.0,642.0,1447.0,1463.0,62.0,69.0,1454.0,3866.0,475.0,955.0,1111.0,50.0,35.0,1240.0,1159.0,371.0,1165.0,392.0,1184.0,337.0,992.0,341.0,991.0,311.0,1639.0,609.0
06001431000,3091.0,305.0,821.0,978.0,36.0,37.0,914.0,2446.0,227.0,579.0,787.0,35.0,32.0,786.0,732.0,238.0,745.0,211.0,791.0,244.0,661.0,237.0,658.0,226.0,963.0,361.0
06001431100,3537.0,576.0,1010.0,834.0,30.0,52.0,1035.0,2815.0,439.0,721.0,662.0,30.0,43.0,920.0,847.0,263.0,805.0,234.0,874.0,246.0,817.0,291.0,805.0,274.0,1091.0,343.0
06001431200,6091.0,800.0,1487.0,1421.0,52.0,72.0,2259.0,5129.0,647.0,1138.0,1183.0,46.0,59.0,2056.0,1922.0,592.0,1718.0,517.0,1820.0,517.0,1714.0,550.0,1695.0,520.0,2251.0,671.0
06001432100,4121.0,689.0,983.0,811.0,54.0,47.0,1537.0,3308.0,535.0,697.0,650.0,36.0,37.0,1353.0,1469.0,296.0,1602.0,299.0,1737.0,235.0,1728.0,284.0,1724.0,260.0,2053.0,289.0
06001432200,4231.0,845.0,1143.0,803.0,19.0,44.0,1377.0,3462.0,683.0,817.0,652.0,15.0,36.0,1259.0,1540.0,311.0,1498.0,236.0,1607.0,221.0,1452.0,263.0,1446.0,241.0,1823.0,293.0
06001432300,4885.0,634.0,1692.0,1568.0,40.0,49.0,902.0,3891.0,499.0,1255.0,1298.0,37.0,32.0,770.0,1587.0,305.0,1336.0,221.0,1497.0,197.0,1277.0,226.0,1265.0,213.0,1838.0,357.0
06001432400,6279.0,646.0,2444.0,2168.0,42.0,43.0,936.0,4930.0,455.0,1775.0,1783.0,42.0,36.0,839.0,1413.0,428.0,1389.0,318.0,1412.0,329.0,1121.0,351.0,1121.0,318.0,1931.0,594.0
06001432501,5161.0,302.0,1904.0,2148.0,26.0,25.0,756.0,4114.0,225.0,1389.0,1786.0,25.0,21.0,668.0,1074.0,258.0,1041.0,226.0,1095.0,219.0,881.0,250.0,865.0,229.0,1411.0,445.0
06001432502,4641.0,642.0,1347.0,2063.0,24.0,30.0,535.0,3700.0,490.0,1008.0,1703.0,22.0,23.0,454.0,1101.0,246.0,1132.0,185.0,1178.0,161.0,956.0,212.0,958.0,183.0,1371.0,389.0
06001432601,4358.0,892.0,1273.0,1293.0,15.0,57.0,828.0,3559.0,717.0,931.0,1105.0,13.0,39.0,754.0,906.0,176.0,974.0,159.0,1107.0,179.0,1002.0,201.0,979.0,193.0,1456.0,298.0
06001432602,3214.0,809.0,924.0,739.0,27.0,31.0,684.0,2737.0,651.0,732.0,666.0,22.0,25.0,641.0,999.0,198.0,1012.0,183.0,1062.0,149.0,875.0,181.0,875.0,158.0,1375.0,279.0
06001432700,2660.0,280.0,677.0,584.0,21.0,28.0,1070.0,2128.0,221.0,475.0,487.0,19.0,22.0,904.0,1071.0,336.0,757.0,235.0,1031.0,208.0,1017.0,248.0,1005.0,250.0,1207.0,244.0
06001432800,4121.0,575.0,817.0,1353.0,27.0,42.0,1307.0,3422.0,474.0,623.0,1121.0,18.0,36.0,1150.0,1266.0,611.0,1246.0,496.0,1367.0,373.0,1270.0,428.0,1252.0,396.0,1578.0,383.0
06001433000,4178.0,398.0,1229.0,1447.0,16.0,32.0,1056.0,3469.0,300.0,942.0,1231.0,16.0,25.0,955.0,1320.0,393.0,1207.0,291.0,1297.0,275.0,1166.0,308.0,1131.0,297.0,1477.0,368.0
06001433102,4124.0,421.0,1213.0,1873.0,16.0,29.0,572.0,3326.0,314.0,909.0,1537.0,16.0,28.0,522.0,1031.0,322.0,1007.0,275.0,1025.0,267.0,897.0,276.0,859.0,268.0,1203.0,343.0
06001433103,3682.0,896.0,1421.0,838.0,20.0,62.0,445.0,2885.0,698.0,1037.0,684.0,19.0,41.0,406.0,792.0,159.0,826.0,111.0,831.0,127.0,888.0,168.0,884.0,147.0,981.0,262.0
06001433104,4125.0,934.0,1433.0,876.0,17.0,49.0,816.0,3398.0,764.0,1085.0,731.0,16.0,41.0,761.0,962.0,164.0,847.0,117.0,1069.0,129.0,685.0,129.0,679.0,115.0,1313.0,241.0
06001433200,7652.0,1382.0,1807.0,3277.0,41.0,75.0,1070.0,6077.0,1022.0,1333.0,2675.0,37.0,52.0,958.0,1814.0,523.0,1709.0,413.0,1751.0,397.0,1414.0,425.0,1393.0,397.0,2168.0,642.0
06001433300,7448.0,343.0,1796.0,3987.0,47.0,47.0,1228.0,6039.0,239.0,1365.0,3218.0,45.0,36.0,1136.0,1913.0,751.0,1890.0,620.0,1937.0,560.0,1623.0,618.0,1593.0,564.0,2413.0,929.0
06001433400,6644.0,644.0,841.0,4085.0,22.0,37.0,1015.0,5567.0,495.0,629.0,3431.0,22.0,36.0,954.0,1854.0,787.0,1844.0,591.0,1993.0,509.0,1683.0,583.0,1619.0,582.0,2158.0,789.0
06001433500,4557.0,219.0,1053.0,2313.0,21.0,25.0,926.0,3681.0,159.0,784.0,1849.0,20.0,21.0,848.0,1243.0,565.0,1165.0,444.0,1149.0,431.0,946.0,451.0,928.0,420.0,1487.0,658.0
06001433600,6307.0,555.0,1457.0,3027.0,44.0,52.0,1172.0,5087.0,423.0,1099.0,2473.0,35.0,36.0,1021.0,1441.0,571.0,1440.0,439.0,1475.0,414.0,1198.0,481.0,1205.0,438.0,1874.0,685.0
06001433700,3515.0,451.0,1775.0,767.0,19.0,15.0,488.0,2683.0,330.0,1257.0,629.0,16.0,6.0,445.0,665.0,148.0,652.0,112.0,733.0,110.0,595.0,140.0,586.0,129.0,899.0,216.0
06001433801,3637.0,692.0,1652.0,826.0,35.0,22.0,410.0,2836.0,522.0,1189.0,716.0,25.0,20.0,364.0,640.0,117.0,673.0,93.0,687.0,117.0,583.0,113.0,565.0,114.0,971.0,230.0
06001433802,4365.0,636.0,1190.0,1996.0,29.0,33.0,481.0,3511.0,509.0,863.0,1670.0,23.0,22.0,424.0,990.0,295.0,1114.0,214.0,1181.0,225.0,853.0,213.0,846.0,191.0,1229.0,311.0
06001433900,6833.0,1716.0,3129.0,1335.0,39.0,37.0,577.0,5008.0,1263.0,2124.0,1092.0,34.0,29.0,466.0,1168.0,166.0,1239.0,142.0,1270.0,160.0,983.0,170.0,986.0,154.0,1399.0,280.0
06001434000,5564.0,1100.0,2504.0,1177.0,44.0,57.0,682.0,4172.0,770.0,1738.0,978.0,42.0,38.0,606.0,909.0,189.0,840.0,123.0,920.0,159.0,801.0,191.0,781.0,179.0,1287.0,288.0
06001435102,5870.0,1128.0,1432.0,1803.0,38.0,46.0,1423.0,5097.0,968.0,1232.0,1519.0,28.0,37.0,1313.0,1929.0,436.0,1727.0,486.0,1876.0,402.0,1624.0,498.0,1602.0,470.0,2107.0,552.0
06001435103,7726.0,687.0,807.0,4037.0,36.0,93.0,2066.0,6171.0,522.0,607.0,3184.0,29.0,68.0,1761.0,2112.0,818.0,2136.0,824.0,2584.0,750.0,2489.0,974.0,2448.0,913.0,3011.0,940.0
06001435104,7230.0,1116.0,2420.0,2702.0,28.0,58.0,906.0,5690.0,856.0,1689.0,2280.0,26.0,46.0,793.0,962.0,207.0,1112.0,195.0,1213.0,220.0,1164.0,267.0,1144.0,262.0,2229.0,572.0
06001435200,4504.0,1024.0,1160.0,1199.0,22.0,72.0,1027.0,3653.0,849.0,838.0,972.0,15.0,59.0,920.0,1613.0,333.0,1547.0,278.0,1526.0,275.0,1220.0,298.0,1223.0,268.0,1854.0,444.0
06001435300,5077.0,1016.0,1784.0,1060.0,42.0,78.0,1097.0,4020.0,780.0,1262.0,881.0,39.0,59.0,999.0,1096.0,257.0,1165.0,267.0,1258.0,270.0,1017.0,275.0,996.0,262.0,1592.0,400.0
06001435400,4940.0,1040.0,1757.0,1086.0,49.0,64.0,944.0,3969.0,834.0,1251.0,921.0,44.0,51.0,868.0,1310.0,246.0,1142.0,181.0,1225.0,171.0,1061.0,169.0,1052.0,161.0,1388.0,312.0
06001435500,4104.0,464.0,2011.0,738.0,22.0,34.0,835.0,3273.0,368.0,1436.0,655.0,13.0,25.0,776.0,926.0,236.0,877.0,215.0,936.0,202.0,741.0,212.0,726.0,194.0,1081.0,253.0
06001435601,5454.0,602.0,3298.0,832.0,40.0,46.0,636.0,4037.0,432.0,2275.0,699.0,30.0,27.0,574.0,736.0,130.0,901.0,115.0,929.0,128.0,764.0,159.0,764.0,138.0,1163.0,256.0
06001435602,5709.0,616.0,3193.0,916.0,27.0,35.0,922.0,4445.0,470.0,2307.0,765.0,21.0,30.0,852.0,1011.0,290.0,970.0,208.0,1140.0,241.0,842.0,223.0,832.0,210.0,1313.0,402.0
06001435700,4904.0,365.0,2384.0,1260.0,28.0,27.0,840.0,3782.0,256.0,1718.0,1008.0,22.0,19.0,759.0,983.0,335.0,1116.0,292.0,1259.0,340.0,960.0,342.0,951.0,316.0,1207.0,361.0
06001435800,5735.0,326.0,2065.0,2095.0,54.0,29.0,1166.0,4515.0,214.0,1528.0,1674.0,43.0,28.0,1028.0,1538.0,507.0,1407.0,390.0,1473.0,423.0,1327.0,444.0,1311.0,418.0,1724.0,620.0
06001435900,5431.0,284.0,1590.0,2069.0,33.0,49.0,1406.0,4357.0,190.0,1189.0,1673.0,31.0,34.0,1240.0,1507.0,625.0,1561.0,536.0,1579.0,494.0,1289.0,526.0,1281.0,491.0,2023.0,738.0
06001436000,5049.0,220.0,1934.0,1636.0,46.0,29.0,1184.0,4026.0,156.0,1409.0,1342.0,41.0,23.0,1055.0,1506.0,523.0,1467.0,428.0,1587.0,415.0,1140.0,424.0,1152.0,389.0,1722.0,625.0
06001436100,5745.0,383.0,2329.0,1908.0,30.0,53.0,1042.0,4595.0,262.0,1720.0,1594.0,30.0,46.0,943.0,1314.0,435.0,1384.0,390.0,1399.0,364.0,1178.0,420.0,1180.0,383.0,1642.0,552.0
06001436200,4176.0,572.0,2646.0,510.0,19.0,30.0,399.0,3115.0,454.0,1814.0,438.0,15.0,23.0,371.0,735.0,120.0,582.0,84.0,668.0,93.0,516.0,94.0,513.0,87.0,1070.0,313.0
06001436301,5785.0,678.0,2407.0,2122.0,22.0,54.0,502.0,4472.0,518.0,1739.0,1717.0,22.0,37.0,439.0,566.0,93.0,597.0,81.0,907.0,123.0,505.0,100.0,493.0,93.0,1404.0,312.0
06001436302,3903.0,532.0,1924.0,942.0,13.0,24.0,468.0,3047.0,419.0,1364.0,814.0,13.0,14.0,423.0,720.0,137.0,799.0,128.0,1015.0,160.0,1081.0,226.0,1077.0,199.0,1054.0,237.0
06001436402,3007.0,408.0,572.0,724.0,14.0,39.0,1250.0,2537.0,325.0,431.0,598.0,12.0,37.0,1134.0,1073.0,484.0,1137.0,462.0,1237.0,383.0,1031.0,404.0,1023.0,375.0,1196.0,374.0
06001436403,4282.0,714.0,1565.0,875.0,39.0,46.0,1043.0,3433.0,565.0,1140.0,712.0,36.0,39.0,941.0,1160.0,283.0,1021.0,236.0,998.0,224.0,946.0,260.0,964.0,228.0,1226.0,293.0
06001436404,3609.0,536.0,952.0,830.0,26.0,29.0,1236.0,2908.0,415.0,689.0,675.0,17.0,22.0,1090.0,1237.0,360.0,1061.0,288.0,1193.0,296.0,1151.0,374.0,1151.0,337.0,1463.0,444.0
